"Adres";"Adres za NATem";"Adres NAT";"Opis1";"Opis2";"Opis3";"Opis4";"Opis5"
"172.18.220.250/32";"Nie";"";"ASR-LAB-OBR S6A #2";"";"";"";""
"172.18.239.193/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #1";"";"";"";""
"172.18.239.194/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #2";"";"";"";""
"172.18.239.195/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #3";"";"";"";""
"172.18.239.196/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #4";"";"";"";""
"172.18.239.177/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #5";"";"";"";""
"172.18.239.178/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #6";"";"";"";""
"172.18.239.179/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #7";"";"";"";""
"172.18.121.144/32";"Nie";"";"SPGW-WAR03 SCTP-GX-LOOPBACK01";"";"";"";""
"172.18.239.180/32";"Nie";"";"ASR-LAB-OBR SIGTRAN #8";"";"";"";""
"172.18.239.240/32";"Nie";"";"ASR-LAB-OBR GB #1";"";"";"";""
"172.18.239.241/32";"Nie";"";"ASR-LAB-OBR GB #2";"";"";"";""
"172.18.239.242/32";"Nie";"";"ASR-LAB-OBR GB #3";"";"";"";""
"172.18.221.246/32";"Nie";"";"ASR-LAB-KEN S1-DEC #2";"";"";"";""
"172.18.221.244/32";"Nie";"";"ASR-LAB-OBR MME S1-DEC";"";"";"";""
"172.18.227.160/29";"Nie";"";"";"";"";"";""
"172.18.227.168/29";"Nie";"";"";"";"";"";""
"172.18.227.176/29";"Nie";"";"";"";"";"";""
"172.18.227.184/29";"Nie";"";"";"";"";"";""
"172.18.227.192/29";"Nie";"";"";"";"";"";""
"172.18.227.200/29";"Nie";"";"";"";"";"";""
"172.18.227.240/29";"Nie";"";"";"";"";"";""
"172.18.227.248/29";"Nie";"";"";"";"";"";""
"172.18.239.243/32";"Nie";"";"ASR-LAB-OBR GB #4";"";"";"";""
"172.18.239.169/32";"Nie";"";"ASR-LAB-OBR IUUP #1";"";"";"";""
"172.18.239.161/32";"Nie";"";"ASR-LAB-OBR IUUP #2";"";"";"";""
"172.18.239.224/29";"Nie";"";"ASR-LAB-OBR IUCP #1";"";"";"";""
"172.18.239.208/29";"Nie";"";"ASR-LAB-OBR IUCP #2";"";"";"";""
"172.18.131.224/29";"Nie";"";"ASR-LAB-OBR IUCP #3";"";"";"";""
"172.18.131.192/29";"Nie";"";"ASR-LAB-OBR IUCP #4";"";"";"";""
"172.18.220.246/32";"Nie";"";"ASR-LAB-KAL S11 SGW";"";"";"";""
"172.18.2.229/32";"Nie";"";"ASR-LAB-KAL s6b-loopback";"";"";"";""
"172.18.223.169/32";"Nie";"";"ASR-LAB-KAL IUUP #1";"";"";"";""
"172.18.223.161/32";"Nie";"";"ASR-LAB-KAL IUUP #2";"";"";"";""
"172.18.223.224/29";"Nie";"";"ASR-LAB-KAL IUCP #1";"";"";"";""
"172.18.223.208/29";"Nie";"";"ASR-LAB-KAL IUCP #2";"";"";"";""
"172.18.131.160/29";"Nie";"";"ASR-LAB-KAL IUCP #3";"";"";"";""
"172.18.131.128/29";"Nie";"";"ASR-LAB-KAL IUCP #4";"";"";"";""
"172.18.223.240/32";"Nie";"";"ASR-LAB-KAL GB #1";"";"";"";""
"172.18.223.241/32";"Nie";"";"ASR-LAB-KAL GB #2";"";"";"";""
"172.18.223.242/32";"Nie";"";"ASR-LAB-KAL GB #3";"";"";"";""
"172.18.223.243/32";"Nie";"";"ASR-LAB-KAL GB #4";"";"";"";""
"172.18.223.193/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #1";"";"";"";""
"172.18.223.194/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #2";"";"";"";""
"172.18.223.195/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #3";"";"";"";""
"172.18.223.196/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #4";"";"";"";""
"172.18.223.177/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #5";"";"";"";""
"172.18.223.178/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #6";"";"";"";""
"172.18.223.179/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #7";"";"";"";""
"172.18.223.180/32";"Nie";"";"ASR-LAB-KAL SIGTRAN #8";"";"";"";""
"172.18.221.145/32";"Nie";"";"ASR-LAB-KAL s6b-1-loopback";"";"";"";""
"172.18.221.146/32";"Nie";"";"ASR-LAB-KAL s6b-2-loopback";"";"";"";""
"172.18.239.244/32";"Nie";"";"vEPC LAB GB #1";"";"";"";""
"172.18.239.245/32";"Nie";"";"vEPC LAB GB #2";"";"";"";""
"172.18.239.197/32";"Nie";"";"vEPC LAB SIGTRAN  #1";"";"";"";""
"172.18.239.181/32";"Nie";"";"vEPC LAB SIGTRAN  #2";"";"";"";""
"172.22.1.0/24";"Nie";"";"Openstack vsrx-in test ";"";"";"";""
"172.22.2.0/24";"Nie";"";"Openstack sgi test";"";"";"";""
"10.11.191.64/27";"Nie";"";"w machula test openstack kordeckiego";"";"";"";""
"10.11.191.96/27";"Nie";"";"Test wmachula Openstack ";"";"";"";""
"172.16.164.0/24";"Nie";"";"F5 Testbed KAZ";"";"";"";""
"172.16.165.0/24";"Nie";"";"F5 KAZ Testbed VIP";"";"";"";""
"172.16.166.0/24";"Nie";"";"F5 KAZ Testbed Clients";"";"";"";""
"172.22.3.0/25";"Nie";"";"APNS clients MIG KAL i KAZ";"";"";"";""
"172.18.66.0/24";"Nie";"";"EPC Katowice  Francuska  ";"MME-KAT01";"";"";""
"172.18.67.0/24";"Nie";"";"EPC Gdańsk  Grunwaldzka";" MME-GDA02";"";"";""
"126.198.204.176/29";"Nie";"";"MSS Testbed Traffica";"";"";"";""
"172.16.167.0/24";"Nie";"";"F5 do F5 interconnect";"Kaliska";"";"";""
"172.16.168.0/24";"Nie";"";"F5 do F5 interconnect";"Kazimierzowska";"";"";""
"172.18.146.0/24";"Nie";"";"SPG-ECS-BYPASS-RESERVED";"";"";"";""
"172.18.147.0/24";"Nie";"";"SPG-ECS-BYPASS-RESERVED";"";"";"";""
"172.18.140.0/24";"Nie";"";"SGI-ECS-BYPASS-KAZ";"";"";"";""
"172.18.142.0/24";"Nie";"";"SGI-ECS-BYPASS-GDA";"";"";"";""
"172.18.143.0/24";"Nie";"";"SGI-ECS-BYPASS-KAT";"";"";"";""
"172.18.144.0/24";"Nie";"";"SGI-ECS-BYPASS-KRA";"";"";"";""
"172.18.145.0/24";"Nie";"";"SGI-ECS-BYPASS-POZ";"";"";"";""
"172.18.141.0/24";"Nie";"";"SPG-ECS-BYPASS-KAL";"";"";"";""
"172.18.148.0/24";"Nie";"";"SPG-ECS-BYPASS-RESERVED";"";"";"";""
"172.18.149.0/24";"Nie";"";"SPG-ECS-BYPASS-RESERVED";"";"";"";""
"172.18.151.0/24";"Nie";"";"SPG-ECS-BYPASS-RESERVED";"";"";"";""
"172.18.150.0/24";"Nie";"";"SPG-ECS-BYPASS-RESERVED";"";"";"";""
"172.22.3.128/27";"Nie";"";"F5 Pawel request";"";"";"";""
"172.18.105.0/24";"Nie";"";"SGi IMS Poznań SPGW-WRO01";"";"";"";""
"10.160.0.0/13";"Nie";"";"APN IMS SPGW-KAT02";"";"";"";""
"10.168.0.0/13";"Nie";"";"APN IMS SPGW-GDA02";"";"";"";""
"10.120.0.0/15";"Nie";"";"APN XCAP SPGW-KAT02";"";"";"";""
"10.122.0.0/15";"Nie";"";"APN XCAP SPGW-GDA02";"";"";"";""
"172.16.169.0/24";"Nie";"";"F5 do F5 interconnect";"Katowice";"";"";""
"172.16.170.0/24";"Nie";"";"F5 do F5 interconnect";"Poznań";"";"";""
"172.16.171.0/24";"Nie";"";"F5 do F5 interconnect";"Gdańsk";"";"";""
"172.16.172.0/24";"Nie";"";"F5 do F5 interconnect";"Kraków";"";"";""
"172.16.173.0/24";"Nie";"";"F5 do F5 interconnect";"VIP";"";"";""
"172.18.220.200/32";"Nie";"";"ASR-LAB-KAL";"f5-tb radius NAS loopback";"";"";""
"126.198.144.64/26";"Nie";"";"control plain testbed na R4 TB";"";"";"";""
"172.18.14.0/24";"Nie";"";"F5 to MMSC/CSD ";"";"";"";""
"172.18.23.0/24";"Nie";"";"serwery interconnect testbed";"";"";"";""
"172.18.121.119/32";"Nie";"";"SPGW-WAR03 s6b-1-loopback";"";"";"";""
"172.18.121.120/32";"Nie";"";"SPGW-WAR03 s6b-2-loopback";"";"";"";""
"10.126.0.0/15";"Nie";"";"APN ims.test ASR-LAB-KAZ";"";"";"";""
"10.16.215.184/29";"Nie";"";"FUWPROD-FWVAS-WAN";"";"";"";""
"10.16.229.248/29";"Nie";"";"FUWPROD-FWVAS-WAN";"";"";"";""
"172.22.4.0/24";"Nie";"";"F5 conectivity";"";"";"";""
"172.18.25.0/24";"Nie";"";"WARKAZ-SRX-VARPE connections";"";"";"";""
"172.18.26.0/24";"Nie";"";"labkor contrail public ";"";"";"";""
"10.116.0.0/15";"Nie";"";"APN xcap SPGW-KRA02";"";"";"";""
"10.176.0.0/13";"Nie";"";"APN ims SPGW-WAR03";"";"";"";""
"10.184.0.0/13";"Nie";"";"APN ims SPGW-KRA02";"";"";"";""
"172.18.221.226/32";"Nie";"";"ASR-LAB-KEN MME S1-DEC";"";"";"";""
"172.18.24.0/24";"Nie";"";"VEPC OIAAS Kordeckiego";"";"";"";""
"172.18.71.0/24";"Nie";"";"EPC Warszawa Kazimierzowska ";"ASR-LAB-KAZ";"";"";""
"172.18.70.0/24";"Nie";"";"EPC Warszawa Kaliska ";"MME-WAR04";"";"";""
"172.18.73.0/24";"Nie";"";"VEPC CVIM MME-KAT02 loopbacks";"";"";"";""
"172.18.72.0/24";"Nie";"";"VEPC CVIM MME-KAT02 loopbacks SPARE";"";"";"";""
"172.18.74.0/24";"Nie";"";"VEPC MME-WAR05 loopbacks";"";"";"";""
"172.18.152.0/24";"Nie";"";"Styk Obrzezna <-> Kazimierzowska 10G IPWAN";"";"";"";""
"172.18.75.0/24";"Nie";"";"VEPC MME-LOD01 loopbacks";"";"";"";""
"172.18.111.0/24";"Nie";"";"SGi IMS Kraków SPGW-KRA02";"";"";"";""
"10.11.139.0/24";"Nie";"";"WOLNE - dawne TIS KEN & Now47";"";"";"";""
"10.11.167.128/25";"Nie";"";"Wolne - dawne Collect Calls";"";"";"";""
"172.18.118.0/24";"Nie";"";"SGi IMS Warszawa Kazimierzowska ASR-LAB-KAZ (ASR5500)";"";"";"";""
"126.198.214.32/29";"Nie";"";"Przesył danych sondy ISNG Kraków Rakowiecka";"";"";"";""
"10.11.198.0/24";"Nie";"";"IRYS - monitoring - adresacja na IPWAN";"";"";"";""
"172.18.134.147/32";"Nie";"";"SPGW-GDA02 SCTP-GY-LOOPBACK02";"";"";"";""
"172.18.138.145/32";"Nie";"";"SPGW-KAT02 SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.134.145/32";"Nie";"";"SPGW-GDA02 SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.138.146/32";"Nie";"";"SPGW-KAT02 SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.134.146/32";"Nie";"";"SPGW-GDA02 SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.138.147/32";"Nie";"";"SPGW-KAT02 SCTP-GY-LOOPBACK02";"";"";"";""
"172.18.121.145/32";"Nie";"";"SPGW-WAR03 SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.136.145/32";"Nie";"";"SPGW-KRA02 SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.136.146/32";"Nie";"";"SPGW-KRA02 SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.136.147/32";"Nie";"";"SPGW-KRA02 SCTP-GY-LOOPBACK02";"";"";"";""
"172.18.130.144/32";"Nie";"";"SPGW-POZ02 SCTP-GX-LOOPBACK01";"";"";"";""
"172.18.130.145/32";"Nie";"";"SPGW-POZ02 SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.130.146/32";"Nie";"";"SPGW-POZ02 SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.130.147/32";"Nie";"";"SPGW-POZ02 SCTP-GY-LOOPBACK02";"";"";"";""
"172.18.121.146/32";"Nie";"";"SPGW-WAR03 SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.121.147/32";"Nie";"";"SPGW-WAR03 SCTP-GY-LOOPBACK02";"";"";"";""
"172.18.127.144/32";"Nie";"";"SPGW-WAR04 SCTP-GX-LOOPBACK01";"";"";"";""
"172.18.127.145/32";"Nie";"";"SPGW-WAR04 SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.127.146/32";"Nie";"";"SPGW-WAR04 SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.254.145/32";"Nie";"";"SPGW-CORPO SCTP-GX-LOOPBACK02";"";"";"";""
"172.18.127.147/32";"Nie";"";"SPGW-WAR04 SCTP-GY-LOOPBACK02";"";"";"";""
"172.18.254.144/32";"Nie";"";"SPGW-CORPO SCTP-GX-LOOPBACK01";"";"";"";""
"172.18.254.146/32";"Nie";"";"SPGW-CORPO SCTP-GY-LOOPBACK01";"";"";"";""
"172.18.254.147/32";"Nie";"";"SPGW-CORPO SCTP-GY-LOOPBACK02";"";"";"";""
"172.30.181.0/24";"Nie";"";"apn iot1";"";"";"";""
"172.30.182.0/24";"Nie";"";"apn iot2";"";"";"";""
"172.30.183.0/24";"Nie";"";"apn iot3";"";"";"";""
"172.30.184.0/24";"Nie";"";"apn iot4";"";"";"";""
"126.198.145.0/24";"Nie";"";"NATy FWE KAZ / POZWIN";"";"";"";""
"126.198.145.0/25";"Nie";"";"POZWIN FWE NAT";"";"";"";""
"126.198.145.128/25";"Nie";"";"POZWIN FWE NAT";"";"";"";""
"172.16.174.0/24";"Nie";"";"F5 KEN VIP";"";"";"";""
"172.16.175.0/24";"Nie";"";"F5 KEN connection";"";"";"";""
"10.57.0.0/16";"Nie";"";"EnodeB Networks!";"";"";"";""
"10.58.0.0/16";"Nie";"";"EnodeB Networks!";"";"";"";""
"10.59.0.0/16";"Nie";"";"EnodeB Networks!";"";"";"";""
"10.56.0.0/16";"Nie";"";"EnodeB Networks!";"";"";"";""
"172.18.13.0/27";"Nie";"";"sctp pomiędzy pcrf-volte labowym a dsr";"";"";"";""
"172.18.13.32/27";"Nie";"";"sctp pomiędzy pcrf-volte labowym a dsr";"";"";"";""
"172.28.250.0/24";"Nie";"";"APNy Kotor loopbacki";"";"";"";""
"126.198.207.0/27";"Nie";"";"EMBS+PCRF_Kaliska_prod";"dbtraf";"";"";""
"126.198.207.32/27";"Nie";"";"EMBS_KAZ_prod";"dbtraf";"";"";""
"126.198.207.64/27";"Nie";"";"PCRF_BAR_prod";"dbtraf";"";"";""
"172.18.180.32/27";"Nie";"";"F5 test";"";"";"";""
"172.18.27.0/24";"Nie";"";"icc SPGW<>DSR";"";"";"";""
"172.18.13.64/27";"Nie";"";"PCRF SCTP_DSR_KEN";"";"";"";""
"10.11.199.0/26";"Nie";"";"IRYS - monitoring - adresacja na IPWAN";"";"";"";""
"172.18.13.96/27";"Nie";"";"PCRF SCTP_DSR_KEN";"";"";"";""
"172.16.176.0/24";"Nie";"";"F5 do F5 interconnect2 Kaliska";"";"";"";""
"172.16.177.0/24";"Nie";"";"F5 do F5 interconnect2 Kazimierzowska";"";"";"";""
"172.16.178.0/24";"Nie";"";"F5 do F5 interconnect2 Katowice";"";"";"";""
"172.16.179.0/24";"Nie";"";"F5 do F5 interconnect2 Poznań";"";"";"";""
"172.16.180.0/24";"Nie";"";"F5 do F5 interconnect2 Gdańsk";"";"";"";""
"172.16.181.0/24";"Nie";"";"F5 do F5 interconnect2 Kraków";"";"";"";""
"172.16.182.0/24";"Nie";"";"F5 Gn połączeniówka";"";"";"";""
"172.16.183.0/24";"Nie";"";"F5 Gn";"";"";"";""
"172.18.156.0/25";"Nie";"";"IMS Orange Labs Diameter";"";"";"";""
"172.18.156.128/25";"Nie";"";"IMS Orange Labs Diameter";"";"";"";""
"172.18.157.0/26";"Nie";"";"IMS_Orange_Labs_LI_X12";"";"";"";""
"172.18.157.64/26";"Nie";"";"IMS_Orange_Labs_LI_X3";"";"";"";""
"126.198.216.0/24";"Nie";"";"Beethovenik";"";"";"";""
"126.198.217.0/24";"Nie";"";"Beethovenik";"";"";"";""
"126.198.215.0/24";"Nie";"";"PCRF VoLTE i DATA DB";"";"";"";""
"172.18.71.160/27";"Nie";"";"ASR_LAB_KAZ Radius";"";"";"";""
"172.18.230.181/32";"Nie";"";"MME-WRO02 S6D #2";"";"";"";""
"172.18.2.64/29";"Nie";"";"VIPy KAZ F5 TB Gn";"";"";"";""
"172.18.221.248/32";"Nie";"";"SPGW-CORPO SGW S1-DEC";"";"";"";""
"172.18.221.227/32";"Nie";"";"MME-WAR04  S1-DEC #2";"";"";"";""
"172.18.221.225/32";"Nie";"";"ASR-LAB-KAZ MME S1-DEC ";"";"";"";""
"172.18.221.239/32";"Nie";"";"ASR-LAB-KAL SGW S1-DEC";"";"";"";""
"172.18.221.232/32";"Nie";"";"CSGN #2 SGW S1-DEC";"";"";"";""
"172.18.221.247/32";"Nie";"";"CSGN #1 MME S1-DEC";"";"";"";""
"172.18.221.224/32";"Nie";"";"CSCGN #2 MME S1-DEC";"";"";"";""
"172.18.221.208/28";"Nie";"";"MME VEPC S1-DEC";"";"";"";""
"172.18.221.200/29";"Nie";"";"SGW VEPC S1-DEC";"";"";"";""
"172.18.221.208/32";"Nie";"";"CSGN1 S1-MME SCTP #1";"";"";"";""
"172.18.221.209/32";"Nie";"";"CSGN2 S1-MME SCTP #1";"";"";"";""
"172.18.221.210/32";"Nie";"";"MME-WAR05 S1-MME SCTP #1";"";"";"";""
"172.18.221.216/32";"Nie";"";"CSGN1 S1-MME SCTP #2";"";"";"";""
"172.18.221.217/32";"Nie";"";"CSGN2 S1-MME SCTP #2";"";"";"";""
"172.18.221.218/32";"Nie";"";"MME-WAR05 S1-MME SCTP #2";"";"";"";""
"172.18.127.128/29";"Nie";"";"MME-WAR03 IUCP #4";"";"";"";""
"172.18.135.192/29";"Nie";"";"MME-WRO02 IUCP #3";"";"";"";""
"172.18.221.180/32";"Nie";"";"MME-WAR04  S6D #1";"";"";"";""
"172.18.221.181/32";"Nie";"";"MME-WAR04  S6D #2";"";"";"";""
"172.18.221.182/32";"Nie";"";"MME-WAR03  S6D #1";"";"";"";""
"172.18.221.183/32";"Nie";"";"MME-WAR03  S6D #2";"";"";"";""
"172.18.227.242/32";"Nie";"";"MME-WAR04 GB #3";"";"";"";""
"172.18.227.248/32";"Nie";"";"MME-WAR03 GB #1";"";"";"";""
"172.18.227.249/32";"Nie";"";"MME-WAR03 GB #2";"";"";"";""
"172.18.227.250/32";"Nie";"";"MME-WAR03 GB #3";"";"";"";""
"172.18.227.251/32";"Nie";"";"MME-WAR03 GB #4";"";"";"";""
"172.18.227.178/32";"Nie";"";"MME-WAR04 SIGTRAN #2";"";"";"";""
"172.18.227.179/32";"Nie";"";"MME-WAR04 SIGTRAN #3";"";"";"";""
"172.18.227.180/32";"Nie";"";"MME-WAR04 SIGTRAN #4";"";"";"";""
"172.18.227.181/32";"Nie";"";"MME-WAR03 SIGTRAN #5";"";"";"";""
"172.18.227.182/32";"Nie";"";"MME-WAR03 SIGTRAN #6";"";"";"";""
"172.18.227.183/32";"Nie";"";"MME-WAR03 SIGTRAN #7";"";"";"";""
"172.18.230.180/32";"Nie";"";"MME-WRO02 S6D #1";"";"";"";""
"172.18.234.180/32";"Nie";"";"MME-GDA02 S6D  #1";"";"";"";""
"172.18.234.181/32";"Nie";"";"MME-GDA02 S6D  #2";"";"";"";""
"172.18.235.177/32";"Nie";"";"MME-WRO02 SIGTRAN #5";"";"";"";""
"172.18.235.0/24";"Nie";"";"LTE EPC Core WROCLAW";"SGSN";"";"";""
"172.18.236.242/32";"Nie";"";"MME-KAT01 GB #3";"";"";"";""
"172.18.237.178/32";"Nie";"";"MME-GDA02 SIGTRAN #2";"";"";"";""
"172.18.238.180/32";"Nie";"";"MME-KAT01 S6D #1";"";"";"";""
"172.18.238.181/32";"Nie";"";"MME-KAT01 S6D #2";"";"";"";""
"172.18.68.0/24";"Nie";"";"EPC Warszawa KEN ";"MME-WAR03";"";"";""
"172.18.88.0/24";"Nie";"";"EPC Warszawa Kaliska ";"SPGW-CORPO-KAL02";"";"";""
"172.18.221.211/32";"Nie";"";"MME-LOD01 S1-MME SCTP #1";"";"";"";""
"172.18.65.0/24";"Nie";"";"EPC Wrocław Horbaczewskiego";" MME-WRO02 ";"";"";""
"172.18.121.0/24";"Nie";"";"LTE EPC Core  WAR";"SPGW-WAR03 & SPGW-WAR04";"";"";""
"172.18.221.219/32";"Nie";"";"MME-LOD01 S1-MME SCTP #2";"";"";"";""
"172.18.69.0/24";"Nie";"";"EPC Warszawa MME connectivity reserved";"";"";"";""
"172.18.230.0/24";"Nie";"";"LTE EPC Core";"WROCLAW MME";"";"";""
"172.18.136.0/24";"Nie";"";"LTE EPC Core KRAKOW";"SPGW-KRA02";"";"";""
"172.18.134.0/24";"Nie";"";"LTE EPC Core GDANSK";"SPGW-GDA02";"";"";""
"172.18.138.0/24";"Nie";"";"LTE EPC Core KATOWICE";"SPGW-KAT02";"";"";""
"172.18.85.0/24";"Nie";"";"EPC Warszawa KEN ";"ASR-LAB-KEN";"";"";""
"172.18.87.0/24";"Nie";"";"EPC Warszawa Kazimierzowska ";"SPGW-CORPO-KAZ02";"";"";""
"126.198.220.0/25";"Nie";"";"testbed RCS Mavenir -";"Sign Net towards Core";"";"";""
"126.198.220.128/25";"Nie";"";"testbed RCS Mavenir -";"Data Net towards Core";"";"";""
"126.198.221.0/28";"Nie";"";"testbed RCS Mavenir -";"Sign&Data Net towards Access";"";"";""
"126.198.221.16/29";"Nie";"";"testbed RCS Mavenir -";"DNS - transport via FW-BACK do OLP2";"";"";""
"172.18.231.0/24";"Nie";"";"LTE EPC Core  WAR ";"SPGW-WAR1/WAR2 & CBR interconnections BBSWITCH-WAR07/WAR08";"";"";""
"172.18.139.0/24";"Nie";"";"DNS NNAT connections";"";"";"";""
"172.18.182.0/24";"Nie";"";"Cybertarcza II - Kuszneruk & Rzemieniuk";"";"";"";""
"172.18.183.0/24";"Nie";"";"Cybertarcza II - Kuszneruk & Rzemieniuk";"";"";"";""
"126.198.214.40/29";"Nie";"";"PCRF VoLTE Barbary Temp";"";"";"";""
"172.18.60.0/24";"Nie";"";"SGI Wrocław";"";"";"";""
"126.198.214.48/29";"Nie";"";"FW Checkpoint LAB";"";"";"";""
"126.198.214.56/29";"Nie";"";"FW Checkpoint LAB";"";"";"";""
"172.18.184.0/24";"Nie";"";"Super Wings + CT";"";"";"";""
"172.18.185.0/24";"Nie";"";"Super Wings + CT";"";"";"";""
"172.18.186.0/24";"Nie";"";"Super Wings + CT";"";"";"";""
"172.18.187.0/24";"Nie";"";"Super Wings + CT";"";"";"";""
"172.19.0.0/24";"Nie";"";"SPGW-GDA02-RADIUS";"";"";"";""
"172.19.1.0/24";"Nie";"";"SPGW-KAT02-RADIUS";"";"";"";""
"172.19.2.0/24";"Nie";"";"SPGW-KRA02-RADIUS";"";"";"";""
"172.19.3.0/24";"Nie";"";"SPGW-POZ02-RADIUS";"";"";"";""
"172.19.4.0/24";"Nie";"";"SPGW-WAR03-RADIUS";"";"";"";""
"172.19.5.0/24";"Nie";"";"SPGW-WAR04-RADIUS";"";"";"";""
"172.19.6.0/24";"Nie";"";"SPGW-WRO01-RADIUS";"";"";"";""
"172.19.7.0/24";"Nie";"";"SPGW-CORPO2-RADIUS";"";"";"";""
"172.19.8.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.9.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.10.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.11.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.12.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.18.13.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.13.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.14.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.15.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.19.16.0/24";"Nie";"";"MOBILE-NG-POP-RADIUS";"";"";"";""
"172.18.63.0/24";"Nie";"";"SGI GPRS Warszawa druga pula";"";"";"";""
"172.18.158.0/24";"Nie";"";"pula pod SCTP GMP";"";"";"";""
"172.18.159.0/25";"Nie";"";"pula pod SCTP PCRF DATA ";"";"";"";""
"126.198.207.0/24";"Nie";"";"PCRF - sa wolne zakresy";"";"";"";""
"126.198.207.128/27";"Nie";"";"PCRF_BAR_tb dbtraf - VLAN 811";"";"";"";""
"126.198.207.96/27";"Nie";"";"PCRF_GMP_TB_Barbary_VAS";"";"";"";""
"172.18.155.0/24";"Nie";"";"DNS  Mobile NONAT - Anycast Produkcja";"";"";"";""
"126.198.214.64/28";"Nie";"";"MSS ATCA Obrzeżna Beeth";"";"";"";""
"126.198.214.80/29";"Nie";"";"MSS ATCA Obrzeżna Beeth";"";"";"";""
"172.18.154.0/24";"Nie";"";"ASR-LAB-KAZ Nowy zakres";"";"";"";""
"172.18.153.0/24";"Nie";"";"ASR-LAB-KAZ RADIUS";"";"";"";""
"172.18.173.0/24";"Nie";"";"VEPC MME-LODZ01 connectivity";"";"";"";""
"172.18.176.0/24";"Nie";"";"VEPC CSGN-LODZ01 connectivity";"";"";"";""
"172.18.171.0/24";"Nie";"";"VEPC MME-WAR05 connectivity";"";"";"";""
"172.18.170.0/24";"Nie";"";"VEPC MME-WAR05 connectivity";"";"";"";""
"172.18.177.0/24";"Nie";"";"VEPC CSGN-LODZ01 loopbacks";"";"";"";""
"10.92.162.0/24";"Nie";"";"DR NEW TV MGMT - VLAN 1030";"";"";"";""
"172.18.174.0/24";"Nie";"";"VEPC CSGN-WAR01 connectivity";"";"";"";""
"172.18.175.0/24";"Nie";"";"VEPC CSGN-WAR01 loopbacks";"";"";"";""
"172.18.93.0/24";"Nie";"";"IMS-TA Warszawa  ";"";"";"";""
"172.18.93.0/27";"Nie";"";"IMS-TA Warszawa";"DIA_SCTP1";"";"";""
"172.18.93.32/27";"Nie";"";"IMS-TA Warszawa";"DIA_SCTP2";"";"";""
"172.18.93.64/27";"Nie";"";"IMS-TA Warszawa";"LI_X12";"";"";""
"172.18.93.96/27";"Nie";"";"IMS-TA Warszawa";"LI_X3";"";"";""
"172.18.179.0/24";"Nie";"";"SPGW-WAR05 connectivity";"";"";"";""
"172.18.178.0/24";"Nie";"";"SPGW-WAR05 loopbacks";"";"";"";""
"172.18.159.128/29";"Nie";"";"ptk-gn  -  FW-VAS03/4 <-> WARKAZ-FUW-SW01/2";"";"";"";""
"172.18.94.192/26";"Nie";"";"IMS-TA Poznań";"LI_X3";"";"";""
"172.16.39.64/28";"Nie";"";"projekt 4. Raportowanie (DM) Centyl";"";"";"";""
"126.198.133.144/28";"Nie";"";"natlog-wro01";"";"";"";""
"10.92.176.0/20";"Nie";"";"CPD-A - Produkcja";"";"";"";""
"10.92.160.0/26";"Nie";"";"CPD-A-MultiSIM O&M";"";"";"";""
"172.18.94.64/26";"Nie";"";"IMS-TA Poznań";"LI_X12";"";"";""
"172.18.94.128/26";"Nie";"";"IMS-TA Poznań";"DIA_SCTP1";"";"";""
